id_dep,nome,partido,uf,Cobrança de cursos em universidades públicas,Coincidência reeleição,Cota para mulheres legislativo,Distritao,Financiamento privado para partidos,Financiamento privado para partidos e candidatos,Infaticídio indígena,Lei trabalhista,Maioridade 1,Maioridade 2,Pensão,Reeleição,Seguro Desemprego,Tempo Mandato,Terceirização,Terceirização total 2017,Terrorismo,Transgênico,Tributação serviços de internet,Voto Facultativo,Voto impresso,Impeachment,Prosseguimento da denúncia contra Temer,Prosseguimento da 2ª denúncia contra Temer
73808,Sérgio Brito,psd,BA,1,1,0,1,1,0,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
160617,Thiago Peixoto,psd,GO,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,0,0
178888,Victor Mendes,psd,MA,1,0,1,1,1,0,1,1,-1,-1,1,1,1,1,1,1,1,0,0,0,1,1,0,0
141560,Walter Ihoshi,psd,SP,-1,0,0,0,1,1,1,1,1,1,1,1,1,0,1,-1,-2,1,1,0,1,-1,0,0
74090,Átila Lins,psd,AM,-1,1,0,-1,1,-1,1,1,1,1,1,1,1,-1,1,1,1,1,1,-1,1,1,0,0
196359,Adérmis Marini,psdb,SP,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1
160530,Antonio Imbassahy,psdb,BA,1,0,0,0,1,1,1,-1,1,1,0,1,0,0,1,-1,1,1,1,1,1,1,0,0
178847,Arthur Virgílio Bisneto,psdb,AM,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,0,1,1,0,-1
178915,Betinho Gomes,psdb,PE,1,0,1,0,1,1,-2,1,0,0,0,1,0,1,1,0,1,1,1,1,1,1,1,1
74650,Bonifácio de Andrada,psdb,MG,1,0,1,1,1,1,1,-1,1,1,-1,1,0,0,-1,-1,0,1,1,0,1,1,0,0
160589,Bruna Furlan,psdb,SP,1,0,1,1,1,1,1,1,1,1,-1,1,0,1,1,1,-1,1,-1,0,1,1,0,0
141394,Bruno Araújo,psdb,PE,1,0,-2,1,1,1,1,1,1,1,-1,1,0,1,-1,-1,1,1,1,0,1,1,0,0
178976,Bruno Covas,psdb,SP,1,0,0,0,1,1,1,-1,1,1,0,1,0,0,1,-1,1,0,1,0,1,1,-1,-1
178891,Caio Narcio,psdb,MG,1,0,-2,0,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1,0,-1,1,0,0
74262,Carlos Sampaio,psdb,SP,-1,0,1,0,1,1,1,1,1,1,0,1,0,1,-1,1,-1,1,-1,0,1,1,1,1
178876,Célio Silveira,psdb,GO,1,0,-2,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,0,0,1,1,0,0
178916,Daniel Coelho,psdb,PE,1,0,1,1,1,-2,-2,1,1,1,0,1,0,1,1,0,0,0,1,1,1,1,1,1
160758,Domingos Sávio,psdb,MG,1,0,-2,0,1,1,1,1,1,1,0,1,-1,1,1,1,0,1,-1,0,1,1,0,0
74655,Eduardo Barbosa,psdb,MG,1,1,1,0,1,1,1,1,0,0,0,1,0,1,1,1,0,1,1,0,1,1,-1,1
178977,Eduardo Cury,psdb,SP,1,0,-2,0,1,1,1,1,1,1,0,1,0,0,1,1,0,1,-1,1,1,1,1,1
181316,Elizeu Dionizio,psdb,MS,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,0
178877,Fábio Sousa,psdb,GO,1,0,-2,1,1,1,1,1,1,1,0,0,0,0,1,1,1,-1,0,1,1,1,1,1
178966,Geovania de Sá,psdb,SC,1,1,1,0,1,1,1,0,1,1,0,1,0,1,0,0,-1,-1,1,0,1,1,1,1
74374,Geraldo Resende,psdb,MS,1,1,1,0,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,0,0,1,1,0,0
178878,Giuseppe Vecci,psdb,GO,1,0,1,-2,1,1,1,1,1,1,0,1,0,1,1,1,-1,1,0,0,1,1,0,0
194259,Guilherme Coelho,psdb,PE,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1
4931,Izalci Lucas,psdb,DF,1,0,0,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,1,0,0
196378,Izaque Silva,psdb,SP,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,1,1
74445,João Castelo,psdb,MA,1,0,1,1,1,1,1,-1,1,1,0,1,0,1,1,-1,0,1,1,0,1,1,-1,-1
178856,João Gualberto,psdb,BA,-1,1,-2,1,1,1,1,-1,1,1,0,-1,0,1,1,1,1,-1,1,0,1,1,1,1
178988,João Paulo Papa,psdb,SP,1,0,1,0,1,1,1,1,0,1,0,1,0,0,1,-1,1,-1,1,0,1,1,1,1
74570,Jutahy Junior,psdb,BA,1,0,0,1,1,1,1,1,1,1,-1,1,-1,0,-1,1,1,-1,1,0,0,1,1,1
74277,Lobbe Neto,psdb,SP,1,0,1,-1,-1,-1,1,1,1,1,0,-1,0,0,1,0,1,-1,1,1,1,-1,1,1
73778,Luiz Carlos Hauly,psdb,PR,-1,0,1,0,1,1,-1,1,1,1,0,1,0,0,1,1,1,1,-1,0,1,1,0,0
160565,Mara Gabrilli,psdb,SP,1,-1,-1,0,1,-2,-1,1,0,1,0,1,0,-1,0,0,1,1,-1,-1,-1,1,1,-1
160536,Marco Tebaldi,psdb,SC,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,-1,1,-1,0,1,1,0,-1
159238,Marcus Pestana,psdb,MG,1,0,-2,0,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1,0,1,1,0,0
178956,Mariana Carvalho,psdb,RO,1,0,1,-1,-1,-1,1,1,1,1,0,-1,0,1,1,0,1,1,1,1,1,1,1,1
178827,Max Filho,psdb,ES,1,0,1,-2,0,0,1,-1,0,0,0,1,0,-2,-1,-1,0,1,-1,1,1,1,-1,-1
178984,Miguel Haddad,psdb,SP,1,0,-2,0,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1
160567,Nelson Marchezan Junior,psdb,RS,1,0,0,0,1,1,1,-1,1,1,0,1,0,0,1,-1,1,1,1,0,1,1,-1,-1
160566,Nelson Padovani,psdb,PR,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,0,0
166401,Nilson Leitão,psdb,MT,1,-1,-2,0,1,1,1,1,1,1,-1,1,0,1,1,1,0,1,-1,1,1,1,0,0
74352,Nilson Pinto,psdb,PA,1,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,0
141515,Otavio Leite,psdb,RJ,1,-1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,0,1,1,1,1
141516,Paulo Abi-Ackel,psdb,MG,1,0,0,1,1,1,-1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,1,0,0
178912,Pedro Cunha Lima,psdb,PB,1,0,0,1,1,1,1,1,1,1,0,1,0,0,1,1,0,1,0,0,1,1,1,1
178844,Pedro Vilela,psdb,AL,1,0,-2,-1,-1,-1,1,1,1,1,0,-1,0,0,1,0,1,1,0,1,1,1,-1,1
74216,Raimundo Gomes de Matos,psdb,CE,1,1,-2,0,-1,1,1,1,1,1,0,-1,0,1,1,-1,1,1,-1,0,1,1,-1,0
141472,Ricardo Tripoli,psdb,SP,1,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,-1,1,1,1,1,1,1,1
178840,Rocha,psdb,AC,1,0,-1,1,1,1,1,-1,1,1,0,1,0,1,1,0,0,1,1,0,-1,1,1,1
141531,Rodrigo de Castro,psdb,MG,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,1,0,0
141535,Rogério Marinho,psdb,RN,1,0,-2,1,1,1,1,1,-1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,0
178935,Rossoni,psdb,PR,1,1,1,1,1,1,1,-1,1,1,0,1,0,1,1,-1,1,1,1,0,1,-1,-1,-1
178990,Samuel Moreira,psdb,SP,1,0,0,0,-1,1,1,-1,1,1,0,-1,0,0,1,-1,1,1,1,1,1,1,-1,-1
178961,Shéridan,psdb,RR,1,-1,1,1,1,1,1,1,1,1,0,1,0,-1,1,1,-1,-1,1,-1,1,1,-1,1
73560,Silvio Torres,psdb,SP,1,-1,-2,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,1,1,1
141553,Vanderlei Macris,psdb,SP,1,0,-2,0,1,1,1,1,1,1,-1,1,0,1,-1,1,1,1,1,0,1,1,1,1
178992,Vitor Lippi,psdb,SP,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,1,1,1
73992,Yeda Crusius,psdb,RS,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,0,-1
141454,Alfredo Kaefer,livres,PR,1,0,0,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1,-1,0,1,1,0,0
178892,Dâmina Pereira,livres,MG,1,1,-1,0,1,1,1,0,1,1,1,1,1,1,1,0,1,1,-1,0,-1,1,0,0
74171,Chico Alencar,psol,RJ,0,0,1,0,-3,0,0,0,0,-3,0,1,0,1,0,0,0,0,0,0,1,0,1,1
134812,Edmilson Rodrigues,psol,PA,0,0,1,0,-3,0,0,0,0,-3,0,1,0,1,0,0,0,0,0,0,1,0,1,-1
152605,Glauber Braga,psol,RJ,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1
73531,Ivan Valente,psol,SP,0,0,1,0,-3,0,0,0,0,-3,0,1,0,1,0,0,0,0,0,0,1,0,1,1
160672,Jean Wyllys,psol,RJ,0,0,1,0,-3,0,0,0,0,-3,0,1,0,1,0,0,0,0,0,0,1,0,1,1
74784,Luiza Erundina,psol,SP,0,-1,-1,-1,-1,-1,0,0,0,0,-1,-1,-1,-1,0,0,0,-1,-1,-1,-1,0,1,1
178890,Adelmo Carneiro Leão,pt,MG,0,-1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1,0,-1,0,1,1
160508,Afonso Florence,pt,BA,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1,0,1,0,1,1
178973,Ana Perugini,pt,SP,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1,0,1,0,1,1
178974,Andres Sanchez,pt,SP,0,0,1,0,0,0,1,0,0,0,1,1,1,1,0,0,1,0,1,0,1,0,1,1
178837,Angelim,pt,AC,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,-2,0,1,0,1,1
73433,Arlindo Chinaglia,pt,SP,0,0,1,0,0,0,-1,0,0,0,1,1,1,1,0,0,1,0,-1,0,1,0,1,1
159237,Assis Carvalho,pt,PI,1,0,-1,0,0,0,0,0,-1,-1,1,1,1,1,0,0,1,0,1,0,-1,0,1,1
73701,Benedita da Silva,pt,RJ,0,0,1,0,0,0,-1,0,0,0,1,1,1,1,0,0,1,0,1,0,1,0,1,1
141335,Beto Faro,pt,PA,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1,0,1,0,1,1
160538,Bohn Gass,pt,RS,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,-2,0,1,0,1,1
178853,Caetano,pt,BA,0,0,1,0,0,0,-1,0,0,0,1,1,1,1,0,0,1,0,1,0,1,0,1,1
141398,Carlos Zarattini,pt,SP,1,0,-1,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1,0,-1,0,1,1
141439,Chico D´Angelo,pt,RJ,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1,0,1,0,1,1
141413,Décio Lima,pt,SC,0,0,1,0,0,0,0,0,0,0,-1,1,1,1,0,0,-1,0,1,-1,1,0,1,1
132504,Enio Verri,pt,PR,1,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1,0,1,0,1,1
160575,Erika Kokay,pt,DF,0,0,1,0,0,0,0,0,0,0,-1,1,-1,1,0,-1,1,0,1,0,1,0,1,1
146829,Fabiano Horta,pt,RJ,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,-1,0,-1,-1,0,-1,-1,-1,-1,-1,-1
73481,Fernando Marroni,pt,RS,-1,0,1,0,0,0,0,-1,0,0,1,1,1,1,0,-1,1,0,1,0,1,-1,-1,-1
129037,Gabriel Guimarães,pt,MG,1,0,-1,0,0,0,0,-1,0,0,1,1,1,1,-1,-1,1,0,-1,0,-1,0,1,1
178872,Givaldo Vieira,pt,ES,1,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1,0,1,0,1,1
178873,Helder Salomão,pt,ES,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,-2,0,1,0,1,1
73482,Henrique Fontana,pt,RS,-1,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1,0,1,0,1,1
178857,Jorge Solla,pt,BA,0,1,1,0,0,0,-1,0,0,0,1,1,1,1,0,-1,1,0,-1,0,1,0,1,1
141464,José Airton Cirilo,pt,CE,1,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,-1,0,1,0,1,0,1,1
141470,José Guimarães,pt,CE,1,0,-1,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,-1,0,1,0,1,1
74275,José Mentor,pt,SP,-1,0,1,0,0,0,0,0,0,0,1,1,1,1,0,-1,1,0,-1,0,1,0,1,1
178970,João Daniel,pt,SE,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1,0,1,0,1,1
178825,Leo de Brito,pt,AC,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,-1,0,1,0,1,1
74156,Leonardo Monteiro,pt,MG,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,-1,0,1,0,1,0,1,1
74041,Luiz Couto,pt,PB,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,1,0,1,1
74688,Luiz Sérgio,pt,RJ,-1,0,1,0,0,0,0,0,0,0,-1,1,1,1,0,0,1,1,1,0,-1,0,1,1
178866,Luizianne Lins,pt,CE,0,0,1,0,0,0,-1,0,0,0,-1,1,-1,1,0,0,1,0,1,0,1,0,1,1
133373,Marco Maia,pt,RS,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1,0,1,0,1,1
160535,Marcon,pt,RS,0,0,1,0,0,0,0,0,0,0,-1,1,-1,1,0,0,0,0,1,0,1,0,1,1
171619,Margarida Salomão,pt,MG,-2,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1,0,1,0,1,1
74398,Maria do Rosário,pt,RS,0,0,1,0,0,0,-1,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,1,1
188097,Merlong Solano,pt,PI,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,0,-1,-1,-2,-1,-1,-1,-1,-1,-1
178859,Moema Gramacho,pt,BA,0,0,1,0,0,0,0,-1,0,0,1,1,1,1,0,-1,1,0,1,0,-1,0,-1,-1
74571,Nelson Pellegrino,pt,BA,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,1,1
178986,Nilto Tatto,pt,SP,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1,0,1,0,1,1
160556,Padre João,pt,MG,0,0,1,0,0,0,0,0,0,0,-1,1,-1,1,0,0,1,0,1,0,1,0,1,1
74160,Patrus Ananias,pt,MG,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,1,1
74400,Paulo Pimenta,pt,RS,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,-1,0,1,0,1,1
141488,Paulo Teixeira,pt,SP,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,-1,0,-1,0,1,0,1,1
171617,Paulão,pt,AL,-2,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1,0,1,0,1,1
160604,Pedro Uczai,pt,SC,0,0,1,0,0,0,0,0,0,0,-1,1,-1,1,0,0,1,0,-2,0,1,0,1,1
141445,Pepe Vargas,pt,RS,0,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,1,1
74161,Reginaldo Lopes,pt,MG,0,0,1,0,0,0,-1,0,0,0,1,1,1,1,-1,0,1,-1,-1,0,0,0,1,1
91208,Robinson Almeida,pt,BA,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1
74371,Rubens Otoni,pt,GO,1,0,1,0,0,0,1,0,0,0,1,1,1,1,-1,0,1,0,1,0,1,0,1,1
160613,Sibá Machado,pt,AC,1,0,1,0,0,0,0,-1,0,0,1,1,1,1,0,-1,-1,0,-1,0,1,0,-1,-1
160630,Ságuas Moraes,pt,MT,0,0,1,0,0,0,0,0,0,0,1,1,-1,1,0,0,1,-1,1,0,1,0,1,1
160610,Valmir Assunção,pt,BA,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1,0,1,0,1,1
113247,Valmir Prascidelli,pt,SP,1,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,-1,0,1,0,-1,0,1,1
74376,Vander Loubet,pt,MS,0,1,-1,0,0,0,1,0,0,-1,1,1,1,1,0,0,1,-1,-1,0,-1,0,1,1
160622,Vicente Candido,pt,SP,1,0,1,0,0,0,-1,0,0,0,1,1,1,1,0,0,-1,0,-1,0,-1,0,1,1
74283,Vicentinho,pt,SP,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1,0,1,0,1,1
189593,Wadih Damous,pt,RJ,0,0,1,0,0,0,0,0,0,0,-1,1,-1,1,-1,0,0,-1,1,0,1,0,1,1
160569,Waldenor Pereira,pt,BA,0,0,1,0,0,0,-1,0,0,0,1,1,1,1,0,0,-1,0,1,0,1,0,1,1
160592,Zeca Dirceu,pt,PR,0,0,1,0,0,0,0,-1,0,0,1,0,1,1,0,0,1,0,-1,0,1,0,1,1
178902,Zeca do Pt,pt,MS,0,1,-1,0,0,0,0,0,-1,-1,1,1,1,1,0,0,1,0,1,0,-1,0,1,1
178889,Zé Carlos,pt,MA,-1,0,1,0,0,0,0,0,0,0,-1,1,-1,1,0,0,0,0,1,0,1,0,1,1
73931,Zé Geraldo,pt,PA,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,-1,0,1,0,1,1
178914,Adalberto Cavalcanti,ptb,PE,1,1,1,1,1,1,1,1,1,1,-1,1,-1,1,-1,-1,1,-1,1,1,1,0,0,-1
73458,Alex Canziani,ptb,PR,1,0,1,0,1,1,-1,1,0,0,1,0,1,0,1,1,1,1,-1,-1,1,1,0,0
73434,Arnaldo Faria de Sá,ptb,SP,1,0,1,1,1,1,1,0,1,1,0,1,0,0,0,0,1,1,1,1,1,1,1,1
74291,Arnon Bezerra,ptb,CE,1,-1,-1,1,1,1,1,-1,1,0,1,0,1,-1,1,-1,-1,1,-1,-1,1,0,-1,-1
74535,Benito Gama,ptb,BA,1,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,-1,1,0,1,1,0,0
93472,Cristiane Brasil,ptb,RJ,-1,-1,1,1,1,1,1,1,1,1,0,1,0,-1,-1,-1,-1,1,-1,-1,-1,1,0,0
74172,Deley,ptb,RJ,1,-1,1,1,1,1,1,0,0,-1,0,1,0,-1,0,0,1,0,-2,-1,1,1,1,1
160572,Jorge Côrte Real,ptb,PE,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,0,1,1,0,0
74351,Josué Bengtson,ptb,PA,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,0
73666,Jovair Arantes,ptb,GO,1,1,-2,1,1,1,1,1,1,1,1,0,1,1,1,-1,1,1,-1,0,1,1,0,0
141485,Luiz Carlos Busato,ptb,RS,1,-1,1,1,1,1,1,-1,0,0,1,1,1,-1,1,-1,1,-1,-1,-1,-1,1,-1,-1
73553,Nelson Marquezelli,ptb,SP,1,1,0,1,1,1,-1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,0,0
74359,Nilton Capixaba,ptb,RO,1,1,1,-1,-1,-1,1,1,1,1,1,-1,0,1,1,1,1,-1,1,0,1,1,0,0
74319,Paes Landim,ptb,PI,1,0,-1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,-1,0,1,0,0,0
74449,Pedro Fernandes,ptb,MA,-1,0,0,0,1,1,1,1,0,0,1,1,1,0,0,1,0,1,0,1,1,0,0,0
163321,Ronaldo Nogueira,ptb,RS,1,-1,0,0,1,1,1,1,1,1,0,1,0,0,0,-1,1,0,1,0,1,1,0,0
141522,Sabino Castelo Branco,ptb,AM,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,0,-1
141542,Sérgio Moraes,ptb,RS,1,1,0,1,1,1,1,0,1,1,0,1,0,1,-1,0,0,1,-1,0,1,1,0,0
160636,Wilson Filho,ptb,PB,1,1,1,1,1,-1,-1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,-1,0
178923,Zeca Cavalcanti,ptb,PE,1,1,-1,1,1,1,1,-1,1,1,1,1,1,1,0,1,1,1,1,0,-1,0,0,0
178938,Cabo Daciolo,avante,RJ,0,0,-1,-1,0,-1,-1,0,0,0,0,1,0,0,0,0,0,0,-1,1,-1,1,1,1
160510,Luis Tibé,avante,MG,-1,0,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,0
146949,Rosinha da Adefal,avante,AL,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1
4930,Silvio Costa,avante,PE,1,0,0,0,1,1,0,0,0,0,1,1,1,0,1,0,1,1,1,0,1,0,1,1
133374,Ademir Camilo,podemos,MG,1,1,0,1,0,0,1,0,1,1,-1,1,0,1,0,0,1,1,1,0,1,-1,0,0
178875,Alexandre Baldy,podemos,GO,1,0,-2,-1,-1,-1,-1,1,1,1,0,-1,0,1,1,1,1,1,-1,1,1,1,0,0
178881,Aluisio Mendes,podemos,MA,1,1,0,0,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0
178950,Antônio Jácome,podemos,RN,0,1,-1,0,1,0,1,0,1,1,0,1,0,0,-1,-2,1,1,1,1,1,1,1,1
69871,Bacelar,podemos,BA,1,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,1,1,1,0,1,0,1,1
178993,Carlos Henrique Gaguim,podemos,TO,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0
178830,Dr. Sinval Malheiros,podemos,SP,1,-1,1,0,1,0,1,0,0,1,0,1,0,-1,-1,1,-1,0,1,-1,1,1,0,0
178941,Ezequiel Teixeira,podemos,RJ,1,0,-2,-2,1,1,1,-1,1,1,0,1,-1,1,1,1,1,1,1,1,1,1,0,-1
178907,Francisco Chapadinha,podemos,PA,1,0,1,-1,-1,-1,1,1,1,-1,-1,-1,1,1,1,1,1,1,1,0,1,1,0,0
178851,Jozi  Araújo,podemos,AP,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,-1,1,-1,0,1,0,0,0
178802,Luiz Carlos Ramos,podemos,RJ,1,0,1,1,1,1,1,0,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1
178989,Renata Abreu,podemos,SP,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,-1,1,1,1
178920,Ricardo Teobaldo,podemos,PE,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,-1,0,-1,0,0,-1
73584,Antonio Carlos Mendes Thame,pv,SP,1,0,1,0,1,1,1,1,-1,-1,-1,1,0,0,-1,1,1,-1,1,0,1,-1,1,1
178871,Evair Vieira de Melo,pv,ES,0,1,1,0,0,1,1,1,0,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1
178828,Evandro Gussi,pv,SP,1,0,-1,1,1,1,0,1,0,0,0,1,0,1,1,1,-1,0,1,0,1,1,0,0
178832,Leandre,pv,PR,1,1,1,0,0,0,1,1,1,1,0,1,0,1,1,0,1,0,1,1,1,1,1,1
80920,Penna,pv,SP,-1,0,1,0,1,0,0,-1,1,0,-1,1,-1,1,-1,-1,1,-1,-1,1,1,-1,-1,-1
160653,Roberto de Lucena,pv,SP,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,1,0,0
74210,Sarney Filho,pv,MA,-1,1,1,0,1,0,0,-1,0,0,1,-1,1,1,-1,-1,1,0,-1,1,-1,1,0,0
178863,Uldurico Junior,pv,BA,1,1,-1,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,-1,1,1,1
141563,William Woo,pv,SP,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,0,-1,1,-1,-1,0,-1,-1,-1,-1,-1,-1
160511,Alessandro Molon,rede,RJ,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1,0,1,0,1,1
178927,Aliel Machado,rede,PR,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,-1,1,0,1,1
178965,João Derly,rede,RS,0,-1,1,1,0,0,-1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,1,1
74862,Miro Teixeira,rede,RJ,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1
73655,Augusto Carvalho,solidaried,DF,1,1,1,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,1,1,1,1
160665,Augusto Coutinho,solidaried,PE,1,-1,0,0,1,1,1,1,1,1,0,0,0,-1,1,1,1,1,-1,-1,1,1,0,0
160512,Aureo,solidaried,RJ,1,-1,1,0,1,1,1,0,0,0,0,1,0,-1,1,0,1,-1,1,-1,1,1,0,0
74040,Benjamin Maranhão,solidaried,PB,1,-1,-2,0,1,1,1,1,1,1,0,1,0,-1,1,1,1,1,1,-1,1,1,0,0
74163,Carlos Manato,solidaried,ES,1,1,0,1,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1,0,1,1,1,1
160646,Delegado Francischini,solidaried,PR,-1,1,1,1,1,1,1,0,1,1,-1,1,-1,1,-1,-1,1,-1,-1,0,1,1,1,1
160669,Genecias Noronha,solidaried,CE,1,1,-1,1,1,1,-1,-1,1,-1,0,1,0,1,1,1,1,-1,1,0,-1,1,0,0
151208,Laercio Oliveira,solidaried,SE,1,-1,1,1,-1,1,1,1,1,-1,0,1,0,-1,1,1,1,1,1,-1,1,1,1,-1
178894,Laudivio Carvalho,solidaried,MG,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,-1,1,1,1,1,1,1,1,1
178879,Lucas Vergilio,solidaried,GO,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1,0,0
178826,Major Olimpio,solidaried,SP,1,1,-2,0,0,0,1,0,1,1,-1,1,0,1,1,1,0,0,1,0,1,1,1,1
141518,Paulo Pereira da Silva,solidaried,SP,1,1,-2,1,-1,1,1,0,1,1,0,-1,0,1,1,0,0,1,-1,1,1,1,0,0
